Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours,Workout_Cluster
37,Male,68.9,1.65,176,127,67,0.54,Yoga,25.5,3.8,2,0,25.4,61.4,High,Overweight,1.08,0
46,Male,60.9,1.65,183,145,74,0.37,Cardio,24.0,2.1,2,0,22.3,102.7,Average,Normal,0.74,0
27,Female,61.7,1.54,187,170,74,0.32,HIIT,27.1,3.1,3,0,26.0,159.3,High,Overweight,0.96,2
51,Male,74.2,1.63,172,128,75,0.98,Yoga,25.9,3.8,4,1,27.9,119.2,High,Overweight,3.92,0
43,Female,72.4,1.72,186,127,55,1.06,Yoga,14.7,4.3,7,3,24.4,126.5,Athletic / Very Fit,Normal,7.42,1
58,Female,69.8,1.65,163,131,72,0.78,Cardio,21.4,2.9,4,2,25.6,247.1,Average,Overweight,3.12,0
20,Female,56.7,1.53,194,174,59,0.95,HIIT,24.1,3.2,6,2,24.4,435.9,Average,Normal,5.699999999999999,1
23,Male,77.1,1.9,188,132,64,0.88,Yoga,18.7,3.7,5,1,21.4,111.6,Fit,Normal,4.4,1
22,Female,60.3,1.71,200,142,71,1.17,Yoga,23.5,4.5,3,1,20.7,116.5,Average,Normal,3.51,2
22,Male,52.6,1.69,192,153,60,0.94,Strength,8.5,3.7,7,3,18.4,209.0,Athletic / Very Fit,Underweight,6.58,1
40,Male,74.1,1.57,180,152,68,1.14,Mixed,15.5,4.6,7,2,30.1,506.8,Fit,Obesity,7.979999999999999,1
26,Male,67.3,1.71,189,170,64,1.03,HIIT,18.9,3.2,5,1,23.1,558.4,Fit,Normal,5.15,1
52,Female,49.8,1.66,165,134,77,0.83,Cardio,33.8,3.5,3,0,18.0,187.4,Very High,Underweight,2.49,0
37,Female,56.9,1.49,180,129,67,0.77,Yoga,31.5,3.8,2,0,25.6,72.1,Very High,Overweight,1.54,0
59,Female,63.1,1.57,160,113,55,1.05,Yoga,23.4,3.8,6,2,25.5,109.8,Average,Overweight,6.300000000000001,1
52,Male,55.7,1.76,164,144,84,1.13,Mixed,20.7,4.2,3,0,18.0,377.6,Average,Underweight,3.39,0
35,Male,72.6,1.87,186,148,75,0.91,Cardio,20.6,3.3,3,1,20.7,304.1,Average,Normal,2.73,2
34,Female,60.4,1.72,191,155,70,0.96,Strength,22.1,2.8,3,1,20.5,244.4,Average,Normal,2.88,2
41,Male,67.4,1.79,177,141,55,1.24,Strength,10.6,4.2,6,2,21.0,353.5,Athletic / Very Fit,Normal,7.439999999999999,1
20,Female,79.9,1.66,201,182,73,0.58,HIIT,29.0,2.6,2,0,28.9,374.9,High,Overweight,1.16,2
49,Female,65.4,1.67,166,144,77,0.5,Mixed,35.1,3.8,3,0,23.4,196.9,Very High,Normal,1.5,0
52,Male,71.4,1.79,160,136,63,0.86,Mixed,15.0,4.0,4,2,22.3,369.7,Fit,Normal,3.44,0
55,Male,97.1,1.85,167,127,78,0.77,Yoga,21.8,4.1,5,1,28.5,123.5,Average,Overweight,3.85,0
30,Female,85.1,1.81,194,142,78,0.58,Yoga,30.7,3.5,3,0,26.0,81.7,Very High,Overweight,1.7399999999999998,2
42,Male,44.6,1.57,168,118,55,0.99,Yoga,16.5,4.3,7,3,18.0,73.9,Fit,Underweight,6.93,1
26,Female,60.3,1.67,194,132,57,0.81,Yoga,21.5,3.6,4,2,21.5,80.2,Average,Normal,3.24,2
21,Female,73.7,1.71,201,157,74,1.14,Cardio,23.5,3.7,3,1,25.3,384.4,Average,Overweight,3.42,2
31,Male,55.4,1.65,190,148,69,1.31,Cardio,18.3,3.6,5,2,20.3,331.7,Fit,Normal,6.550000000000001,1
54,Female,94.9,1.72,163,150,79,1.02,HIIT,26.6,4.0,2,0,32.1,777.3,High,Obesity,2.04,0
51,Male,75.9,1.76,169,139,68,1.36,Strength,21.1,4.1,5,3,24.5,435.4,Average,Normal,6.800000000000001,1
28,Female,66.5,1.78,197,176,62,1.23,HIIT,16.1,3.5,7,3,21.0,656.2,Fit,Normal,8.61,1
58,Male,66.7,1.85,158,118,70,0.9,Yoga,28.9,4.2,3,1,19.5,98.2,High,Normal,2.7,0
20,Male,75.2,1.65,205,171,69,0.81,Mixed,22.8,4.2,5,2,27.7,365.5,Average,Overweight,4.050000000000001,2
45,Female,51.0,1.54,168,134,71,0.78,Cardio,29.2,2.3,7,2,21.4,180.9,High,Normal,5.46,0
46,Male,75.1,1.72,178,140,68,0.92,Cardio,17.3,3.0,6,2,25.5,316.6,Fit,Overweight,5.5200000000000005,1
26,Male,67.7,1.87,194,151,70,0.86,Cardio,21.5,3.2,4,1,19.4,266.2,Average,Normal,3.44,2
20,Female,64.7,1.63,197,155,75,0.57,Cardio,24.4,2.1,3,1,24.3,169.3,Average,Normal,1.71,2
42,Male,65.6,1.75,169,145,75,0.5,Mixed,22.5,4.0,2,0,21.5,195.4,Average,Normal,1.0,0
51,Female,69.6,1.75,175,159,68,0.73,HIIT,19.5,3.5,3,1,22.7,410.5,Fit,Normal,2.19,0
29,Male,60.1,1.7,186,146,71,0.94,Cardio,17.6,2.8,4,1,20.8,257.9,Fit,Normal,3.76,2
59,Female,79.4,1.68,161,121,73,0.54,Yoga,30.5,3.0,2,0,28.1,70.2,Very High,Overweight,1.08,0
26,Female,55.5,1.59,196,137,65,0.99,Yoga,23.0,3.4,7,2,22.0,90.6,Average,Normal,6.93,1
32,Female,49.4,1.45,200,180,66,0.77,HIIT,22.1,3.7,3,1,23.4,307.4,Average,Normal,2.31,2
57,Female,58.1,1.57,161,148,75,0.76,HIIT,19.3,3.3,3,1,23.6,356.1,Fit,Normal,2.28,0
42,Male,82.0,1.64,178,163,76,0.67,HIIT,28.1,2.7,3,0,30.4,445.2,High,Obesity,2.01,2
22,Female,88.3,1.79,200,181,74,0.73,HIIT,25.0,3.2,4,1,27.6,520.0,High,Overweight,2.92,2
28,Male,75.7,1.67,193,161,67,0.92,Mixed,20.2,4.5,6,2,27.2,415.7,Average,Overweight,5.5200000000000005,1
51,Female,47.7,1.63,165,130,65,0.74,Cardio,20.5,2.9,5,1,18.0,160.6,Average,Underweight,3.7,0
41,Male,54.1,1.59,186,159,77,0.55,Mixed,21.7,3.2,3,1,21.4,179.1,Average,Normal,1.65,2
32,Female,87.6,1.75,186,155,64,1.18,Mixed,15.8,4.6,4,2,28.8,616.8,Fit,Overweight,4.72,1
55,Male,63.7,1.82,167,133,68,0.82,Cardio,19.5,2.8,5,1,19.3,240.1,Fit,Normal,4.1,0
25,Male,77.7,1.79,194,163,71,0.67,Mixed,19.2,3.7,4,1,24.3,311.5,Fit,Normal,2.68,2
22,Female,59.8,1.74,195,177,76,0.42,HIIT,30.6,2.9,3,0,19.7,202.5,Very High,Normal,1.26,2
43,Female,47.3,1.53,182,152,83,0.57,Strength,33.9,3.8,5,1,20.1,112.7,Very High,Normal,2.85,0
35,Female,83.1,1.64,186,133,68,1.33,Yoga,22.5,4.1,4,2,30.7,182.6,Average,Obesity,5.32,1
23,Male,94.5,1.87,186,168,68,0.96,HIIT,25.1,3.5,3,1,26.9,730.4,High,Overweight,2.88,2
54,Male,89.7,1.79,167,155,84,0.49,HIIT,22.5,2.7,3,0,27.9,357.2,Average,Overweight,1.47,0
30,Male,63.2,1.53,187,145,67,0.75,Cardio,19.1,2.8,2,0,27.1,215.7,Fit,Overweight,1.5,2
45,Male,65.7,1.67,167,139,73,0.9,Strength,29.1,3.4,3,0,23.4,249.1,High,Normal,2.7,0
22,Female,62.5,1.72,203,157,72,0.63,Cardio,30.6,2.6,2,0,21.2,178.8,Very High,Normal,1.26,2
30,Female,57.6,1.6,186,169,70,0.61,HIIT,23.3,3.4,5,1,22.4,284.9,Average,Normal,3.05,2
34,Female,48.8,1.45,187,160,77,0.63,Mixed,32.2,3.8,2,0,23.2,185.6,Very High,Normal,1.26,2
57,Female,88.8,1.69,168,122,67,0.9,Yoga,11.8,3.9,6,2,31.1,130.6,Athletic / Very Fit,Obesity,5.4,1
49,Male,47.8,1.6,170,121,62,1.24,Yoga,8.0,4.6,5,3,18.7,97.1,Athletic / Very Fit,Normal,6.2,1
46,Male,55.9,1.6,175,161,78,0.67,HIIT,26.7,3.1,3,0,21.8,304.5,High,Normal,2.01,0
20,Female,55.0,1.64,197,149,60,0.82,Cardio,15.4,2.7,7,3,20.3,205.1,Fit,Normal,5.739999999999999,1
57,Male,78.4,1.67,169,139,71,0.77,Strength,15.3,3.6,5,2,28.2,251.3,Fit,Overweight,3.85,0
51,Female,88.6,1.68,168,134,55,1.37,Strength,18.2,3.7,7,3,31.4,509.2,Fit,Obesity,9.59,1
57,Male,63.9,1.59,166,150,62,0.71,HIIT,25.4,3.2,3,0,25.2,364.7,High,Overweight,2.13,0
44,Male,70.3,1.66,184,148,64,1.05,Strength,8.0,4.5,7,3,25.6,310.0,Athletic / Very Fit,Overweight,7.35,1
30,Male,55.1,1.5,181,138,58,0.94,Cardio,8.1,2.6,7,3,24.4,235.8,Athletic / Very Fit,Normal,6.58,1
50,Male,75.4,1.71,167,137,69,1.12,Strength,9.8,4.1,5,3,25.7,351.6,Athletic / Very Fit,Overweight,5.6000000000000005,1
23,Male,57.0,1.45,196,152,70,0.67,Cardio,25.7,2.7,6,2,27.1,174.0,High,Overweight,4.0200000000000005,2
41,Male,70.1,1.65,180,164,78,0.9,HIIT,30.3,4.2,2,0,25.7,505.3,Very High,Overweight,1.8,2
36,Female,81.6,1.77,187,153,73,0.86,Strength,32.0,3.4,2,0,26.0,295.5,Very High,Overweight,1.72,2
33,Male,67.1,1.57,193,148,63,1.31,Cardio,15.1,3.5,5,3,27.1,402.3,Fit,Overweight,6.550000000000001,1
57,Female,55.2,1.75,159,138,73,0.75,Mixed,25.2,3.8,2,0,18.0,250.3,High,Underweight,1.5,0
45,Female,77.4,1.8,174,144,75,0.54,Strength,27.6,3.4,2,0,24.0,174.8,High,Normal,1.08,0
50,Female,53.0,1.45,176,130,73,0.33,Yoga,34.9,2.8,3,0,25.2,29.0,Very High,Overweight,0.99,0
58,Female,71.1,1.66,164,136,71,0.39,Strength,24.1,3.0,4,1,25.7,116.3,Average,Overweight,1.56,0
30,Female,49.0,1.45,181,148,69,1.0,Strength,24.8,3.9,4,1,23.3,207.4,Average,Normal,4.0,2
42,Female,68.6,1.67,169,143,65,1.54,Mixed,14.9,5.3,6,3,24.6,633.9,Athletic / Very Fit,Normal,9.24,1
59,Male,59.6,1.68,159,130,62,1.29,Strength,13.7,4.3,7,3,21.1,323.4,Athletic / Very Fit,Normal,9.03,1
53,Male,37.8,1.45,170,139,67,0.95,Strength,20.3,3.7,5,1,18.0,150.6,Average,Underweight,4.75,0
44,Male,97.9,1.87,179,162,68,0.81,HIIT,20.7,2.7,5,1,27.9,638.0,Average,Overweight,4.050000000000001,2
55,Female,56.8,1.71,161,146,64,0.78,HIIT,22.2,3.7,3,1,19.5,355.8,Average,Normal,2.34,0
24,Female,59.4,1.6,199,152,65,0.8,Cardio,28.1,2.8,3,0,23.4,216.0,High,Normal,2.4000000000000004,2
22,Female,70.1,1.83,199,139,65,1.04,Yoga,10.3,3.9,5,3,21.0,120.8,Athletic / Very Fit,Normal,5.2,1
48,Male,68.3,1.5,167,137,68,0.77,Strength,25.9,3.5,4,1,30.3,219.9,High,Obesity,3.08,0
40,Male,57.4,1.56,177,160,64,0.73,HIIT,27.5,3.0,4,1,23.7,338.2,High,Normal,2.92,2
59,Male,47.9,1.45,151,125,77,0.31,Cardio,25.7,2.2,2,0,22.8,67.4,High,Normal,0.62,0
27,Female,93.4,1.86,187,156,61,0.89,Mixed,20.2,4.0,5,2,27.0,501.4,Average,Overweight,4.45,1
49,Female,95.8,1.71,162,120,70,0.46,Yoga,21.9,3.3,3,1,32.6,71.8,Average,Obesity,1.38,0
47,Female,78.1,1.75,165,141,69,0.66,Mixed,26.8,4.3,3,0,25.6,309.3,High,Overweight,1.98,0
56,Male,65.8,1.71,172,134,63,1.18,Cardio,15.7,3.5,7,3,22.5,354.0,Fit,Normal,8.26,1
48,Female,80.9,1.74,170,146,75,0.25,Mixed,28.4,3.6,2,0,26.8,120.9,High,Overweight,0.5,0
35,Female,51.3,1.69,176,145,72,0.99,Strength,24.4,3.9,4,1,18.0,213.9,Average,Underweight,3.96,0
53,Female,70.5,1.71,169,143,63,0.93,Mixed,20.4,4.3,7,2,24.2,395.9,Average,Normal,6.510000000000001,1
19,Female,91.4,1.69,202,182,66,1.35,HIIT,20.9,4.3,7,2,32.0,999.8,Average,Obesity,9.45,1
31,Male,64.6,1.62,190,170,58,1.3,HIIT,20.5,3.7,5,2,24.6,676.9,Average,Normal,6.5,1
30,Male,68.6,1.68,186,157,71,1.08,Mixed,14.9,4.9,6,3,24.4,443.2,Athletic / Very Fit,Normal,6.48,1
46,Female,70.2,1.71,177,132,77,0.6,Yoga,28.3,3.4,3,0,24.1,69.5,High,Normal,1.7999999999999998,0
29,Female,64.1,1.69,186,168,69,1.08,HIIT,20.1,3.7,7,3,22.4,556.5,Average,Normal,7.56,1
56,Male,59.3,1.53,168,144,74,0.25,Mixed,19.6,3.6,3,0,25.3,88.3,Fit,Overweight,0.75,0
19,Male,64.7,1.55,205,164,70,0.71,Strength,28.2,3.2,3,0,27.1,191.9,High,Overweight,2.13,2
49,Female,72.5,1.79,171,156,73,0.6,HIIT,25.3,3.4,3,0,22.7,350.0,High,Normal,1.7999999999999998,0
30,Male,49.0,1.65,183,164,60,1.13,HIIT,8.5,3.7,7,3,18.0,444.8,Athletic / Very Fit,Underweight,7.909999999999999,1
44,Male,78.2,1.74,180,152,69,0.77,Mixed,20.0,4.5,5,1,25.9,360.2,Average,Overweight,3.85,1
58,Female,80.3,1.57,159,140,84,0.53,Mixed,27.7,3.7,3,0,32.5,254.2,High,Obesity,1.59,0
34,Male,52.8,1.53,187,158,71,0.43,Mixed,30.6,3.5,2,0,22.5,136.2,Very High,Normal,0.86,2
57,Male,46.1,1.6,166,124,72,0.7,Yoga,27.5,3.6,2,0,18.1,53.6,High,Underweight,1.4,0
48,Male,73.4,1.66,168,154,74,1.07,HIIT,24.3,3.4,5,1,26.7,635.0,Average,Overweight,5.3500000000000005,0
51,Male,80.6,1.61,180,146,67,0.62,Strength,18.5,3.7,2,0,31.0,209.6,Fit,Obesity,1.24,0
41,Female,85.5,1.81,179,146,70,0.59,Strength,21.4,3.0,4,1,26.1,211.0,Average,Overweight,2.36,0
52,Male,89.1,1.7,165,130,66,0.76,Cardio,20.8,2.9,7,2,30.9,306.4,Average,Obesity,5.32,0
23,Male,94.5,1.86,202,170,72,1.17,Mixed,26.5,4.6,3,1,27.2,666.8,High,Overweight,3.51,2
36,Female,79.4,1.72,192,148,67,0.83,Cardio,22.7,2.8,6,2,26.8,298.9,Average,Overweight,4.98,2
47,Male,46.1,1.45,163,135,85,0.58,Cardio,25.7,2.7,3,0,21.9,120.0,High,Normal,1.7399999999999998,0
24,Female,80.2,1.79,189,136,71,0.45,Yoga,28.9,3.9,3,0,25.1,59.6,High,Overweight,1.35,2
27,Female,55.8,1.53,189,132,62,1.06,Yoga,21.6,4.2,7,2,23.9,97.8,Average,Normal,7.42,1
58,Male,68.9,1.7,173,146,68,1.14,Mixed,14.7,4.8,7,2,23.7,466.8,Athletic / Very Fit,Normal,7.979999999999999,1
49,Male,59.0,1.6,169,144,71,0.76,Mixed,20.2,4.7,4,1,23.0,267.2,Average,Normal,3.04,0
51,Male,89.4,1.89,177,149,67,0.98,Mixed,16.3,4.0,7,2,24.9,522.5,Fit,Normal,6.859999999999999,1
45,Male,62.6,1.82,176,142,63,0.55,Strength,26.7,3.7,5,1,18.8,144.4,High,Normal,2.75,0
32,Male,70.3,1.61,181,157,85,0.42,Mixed,21.2,3.5,3,0,27.2,177.2,Average,Overweight,1.26,2
47,Female,57.0,1.67,177,146,72,0.97,Strength,28.8,3.8,3,1,20.5,233.8,High,Normal,2.91,0
54,Male,66.8,1.7,168,132,67,0.28,Cardio,24.4,2.1,3,0,23.0,84.3,Average,Normal,0.8400000000000001,0
46,Female,79.0,1.77,170,146,73,0.98,Mixed,22.4,4.2,3,1,25.3,466.1,Average,Overweight,2.94,0
39,Male,57.5,1.68,178,161,69,0.32,HIIT,25.8,2.6,3,0,20.3,147.5,High,Normal,0.96,2
21,Female,44.8,1.58,194,160,80,0.86,Strength,25.3,3.7,3,0,18.0,162.2,High,Underweight,2.58,2
37,Male,58.1,1.61,180,149,55,1.34,Mixed,19.3,4.5,7,3,22.5,468.4,Fit,Normal,9.38,1
49,Male,51.6,1.68,174,146,80,0.74,Strength,23.8,3.9,3,0,18.3,160.9,Average,Underweight,2.22,0
53,Male,87.3,1.8,162,134,69,0.6,Strength,30.5,3.9,2,0,26.8,219.7,Very High,Overweight,1.2,0
21,Male,57.5,1.72,199,163,55,1.17,Mixed,9.8,4.4,7,3,19.4,403.6,Athletic / Very Fit,Normal,8.19,1
44,Male,76.9,1.6,178,140,71,0.81,Cardio,17.5,2.8,5,1,29.9,281.2,Fit,Overweight,4.050000000000001,0
34,Female,73.0,1.74,186,156,67,0.61,Mixed,17.5,4.3,4,1,24.0,266.4,Fit,Normal,2.44,2
29,Male,65.3,1.64,183,141,62,0.95,Cardio,12.9,3.2,6,2,24.2,283.5,Athletic / Very Fit,Normal,5.699999999999999,1
39,Male,56.3,1.77,185,142,62,0.53,Cardio,19.2,2.3,4,1,18.0,135.9,Fit,Underweight,2.12,0
34,Male,88.7,1.9,180,153,73,0.59,Mixed,28.5,3.7,3,0,24.6,313.0,High,Normal,1.77,2
27,Female,64.0,1.64,190,173,74,0.69,HIIT,15.9,3.1,3,1,23.7,358.0,Fit,Normal,2.07,2
18,Male,58.3,1.76,200,181,74,1.16,HIIT,19.5,3.8,7,2,18.8,545.6,Fit,Normal,8.12,1
39,Female,62.8,1.61,181,140,64,1.27,Cardio,11.5,3.1,6,3,24.3,362.7,Athletic / Very Fit,Normal,7.62,1
43,Male,62.4,1.67,177,148,78,0.56,Strength,24.4,2.9,2,0,22.4,148.2,Average,Normal,1.12,0
35,Female,65.5,1.68,188,170,67,0.72,HIIT,23.9,3.3,3,0,23.1,381.4,Average,Normal,2.16,2
31,Male,66.5,1.66,187,159,75,0.65,Mixed,26.1,4.1,3,0,24.1,259.4,High,Normal,1.95,2
46,Male,79.8,1.9,168,153,67,0.84,HIIT,17.3,3.5,3,1,22.1,542.2,Fit,Normal,2.52,0
29,Female,68.0,1.65,196,158,67,0.59,Strength,33.4,3.0,3,0,25.0,169.8,Very High,Overweight,1.77,2
53,Male,71.5,1.74,165,148,55,1.29,HIIT,12.6,4.0,7,3,23.7,740.8,Athletic / Very Fit,Normal,9.03,1
52,Female,57.2,1.49,167,141,63,1.09,Mixed,20.3,4.9,7,3,25.9,374.1,Average,Overweight,7.630000000000001,1
29,Male,65.0,1.72,186,155,62,1.15,Mixed,8.0,4.5,6,2,21.9,448.5,Athletic / Very Fit,Normal,6.9,1
24,Male,63.5,1.79,192,144,55,1.34,Cardio,13.3,3.8,6,3,19.7,386.9,Athletic / Very Fit,Normal,8.040000000000001,1
46,Female,56.0,1.63,181,132,72,0.72,Yoga,31.1,3.5,2,0,21.2,66.6,Very High,Normal,1.44,0
28,Male,62.6,1.45,185,150,66,1.06,Strength,13.8,3.6,5,2,29.8,281.0,Athletic / Very Fit,Overweight,5.300000000000001,1
50,Female,78.2,1.68,164,149,62,1.07,HIIT,18.8,2.9,4,2,27.8,678.0,Fit,Overweight,4.28,0
23,Female,81.6,1.68,195,151,69,0.73,Cardio,24.9,3.4,3,0,28.9,271.4,Average,Overweight,2.19,2
32,Male,89.5,1.75,190,136,70,0.81,Yoga,24.1,3.7,2,0,29.1,119.6,Average,Overweight,1.62,2
49,Male,78.3,1.88,166,125,74,0.74,Yoga,28.1,4.2,5,1,22.1,96.4,High,Normal,3.7,0
28,Male,67.9,1.64,184,139,55,0.83,Cardio,23.3,2.8,4,2,25.2,256.9,Average,Overweight,3.32,2
40,Female,61.8,1.59,174,145,59,1.12,Mixed,19.9,4.5,7,3,24.3,414.1,Fit,Normal,7.840000000000001,1
43,Female,65.1,1.56,175,149,69,0.49,Mixed,28.2,4.0,4,1,26.6,192.6,High,Overweight,1.96,0
51,Male,66.0,1.7,164,133,61,1.04,Strength,18.5,4.2,5,2,22.8,287.9,Fit,Normal,5.2,1
51,Female,72.8,1.73,180,147,70,0.75,Strength,28.8,3.7,3,0,24.4,229.3,High,Normal,2.25,0
46,Female,64.2,1.63,184,155,70,0.95,Mixed,21.2,4.2,4,2,24.3,363.8,Average,Normal,3.8,0
21,Female,80.7,1.76,205,166,75,0.7,Strength,22.9,3.1,5,1,26.1,237.3,Average,Overweight,3.5,2
34,Female,79.4,1.73,188,154,76,0.53,Strength,27.5,3.5,3,0,26.6,175.8,High,Overweight,1.59,2
52,Male,69.1,1.68,170,153,57,1.4,HIIT,17.4,3.8,7,3,24.4,780.8,Fit,Normal,9.8,1
30,Male,61.9,1.59,197,159,71,1.03,Strength,21.1,3.8,4,1,24.5,267.2,Average,Normal,4.12,2
58,Male,66.3,1.63,163,139,67,1.39,Mixed,26.0,4.9,6,2,24.9,552.9,High,Normal,8.34,1
56,Female,64.3,1.45,160,128,69,0.56,Cardio,26.5,2.3,5,1,30.6,163.4,High,Obesity,2.8000000000000003,0
32,Female,52.2,1.7,199,137,62,1.09,Yoga,18.0,3.7,7,3,18.0,93.4,Fit,Underweight,7.630000000000001,1
46,Female,57.0,1.68,177,151,73,0.69,Mixed,27.0,4.1,2,0,20.1,236.0,High,Normal,1.38,0
46,Female,77.0,1.7,181,143,55,0.86,Strength,21.7,4.0,3,1,26.7,277.5,Average,Overweight,2.58,0
28,Male,75.1,1.73,201,169,74,0.99,Mixed,19.9,4.2,2,0,25.1,444.9,Fit,Overweight,1.98,2
49,Female,74.0,1.72,162,141,78,0.77,Mixed,18.7,4.0,2,0,25.1,341.9,Fit,Overweight,1.54,0
19,Female,74.3,1.67,197,142,75,0.58,Yoga,27.7,4.1,2,0,26.7,71.0,High,Overweight,1.16,2
31,Male,70.6,1.68,188,153,72,0.56,Strength,19.6,3.5,3,1,24.9,165.6,Fit,Normal,1.6800000000000002,2
37,Male,51.6,1.54,186,143,64,0.96,Cardio,15.2,3.3,7,2,21.8,224.5,Fit,Normal,6.72,1
39,Male,69.7,1.62,186,145,69,0.72,Cardio,20.4,2.9,3,1,26.5,228.2,Average,Overweight,2.16,2
28,Female,68.4,1.69,192,174,71,1.11,HIIT,26.7,3.3,5,1,24.1,614.0,High,Normal,5.550000000000001,2
44,Female,57.3,1.61,182,132,70,1.03,Yoga,11.7,3.3,7,3,22.2,98.0,Athletic / Very Fit,Normal,7.21,1
20,Female,83.5,1.77,203,170,69,1.06,Mixed,24.3,4.6,4,2,26.8,533.7,Average,Overweight,4.24,2
34,Female,69.3,1.61,189,139,79,0.4,Yoga,25.6,3.5,2,0,26.6,45.4,High,Overweight,0.8,2
45,Female,72.0,1.7,174,130,76,0.59,Yoga,28.2,3.2,3,0,24.9,70.2,High,Normal,1.77,0
46,Female,88.3,1.69,176,138,68,0.47,Cardio,21.8,2.1,3,0,30.9,188.3,Average,Obesity,1.41,0
38,Male,90.2,1.75,184,137,81,0.6,Yoga,24.7,3.7,3,0,29.3,88.3,Average,Overweight,1.7999999999999998,0
33,Female,87.8,1.77,192,141,80,0.41,Yoga,33.4,3.6,3,0,28.0,58.8,Very High,Overweight,1.23,2
54,Male,104.9,1.75,159,136,67,0.64,Mixed,19.6,4.0,4,2,34.3,402.8,Fit,Obesity,2.56,0
37,Male,50.6,1.47,187,170,75,0.35,HIIT,21.8,2.8,2,0,23.4,142.7,Average,Normal,0.7,2
23,Male,71.7,1.8,189,160,73,0.81,Mixed,27.5,4.0,4,1,22.1,348.5,High,Normal,3.24,2
36,Female,92.2,1.83,180,130,69,1.07,Yoga,29.4,4.4,4,1,27.4,162.6,High,Overweight,4.28,0
22,Female,61.2,1.63,201,182,74,0.96,HIIT,18.8,3.5,5,1,23.0,474.6,Fit,Normal,4.8,2
20,Male,69.8,1.7,196,133,56,1.08,Yoga,9.8,4.1,5,3,24.0,124.4,Athletic / Very Fit,Normal,5.4,1
18,Female,50.8,1.59,202,158,55,1.29,Strength,13.6,4.8,7,3,20.1,275.5,Athletic / Very Fit,Normal,9.03,1
55,Female,58.3,1.49,160,131,64,0.8,Strength,23.1,3.6,3,1,26.4,195.3,Average,Overweight,2.4000000000000004,0
32,Male,46.7,1.61,191,155,71,1.06,Strength,15.4,3.8,5,1,18.1,207.9,Fit,Underweight,5.300000000000001,1
51,Female,62.4,1.63,169,153,63,1.0,HIIT,18.8,3.5,5,2,23.6,503.3,Fit,Normal,5.0,1
52,Female,64.7,1.64,168,142,64,1.01,Mixed,17.2,4.3,7,2,23.9,392.1,Fit,Normal,7.07,1
42,Female,55.8,1.58,183,166,64,0.71,HIIT,29.2,3.4,4,1,22.3,322.6,High,Normal,2.84,2
41,Female,46.5,1.61,181,130,67,1.32,Yoga,25.9,4.4,7,2,18.0,101.8,High,Underweight,9.24,1
29,Male,50.7,1.68,193,161,65,0.77,Mixed,22.3,4.1,3,1,18.0,234.2,Average,Underweight,2.31,2
35,Male,54.0,1.6,191,146,62,1.03,Cardio,8.2,2.7,6,3,21.0,253.5,Athletic / Very Fit,Normal,6.18,1
32,Female,78.7,1.73,194,163,68,0.62,Mixed,24.0,4.4,3,0,26.2,294.3,Average,Overweight,1.86,2
33,Female,76.9,1.75,182,153,66,0.87,Mixed,32.8,4.0,5,1,25.2,401.4,Very High,Overweight,4.35,2
44,Female,86.4,1.9,180,163,65,0.77,HIIT,30.3,3.0,5,1,23.9,538.6,Very High,Normal,3.85,2
25,Male,65.7,1.79,197,158,68,1.16,Strength,10.8,4.1,7,2,20.5,319.0,Athletic / Very Fit,Normal,8.12,1
42,Female,73.7,1.7,185,168,73,0.79,HIIT,24.0,3.6,2,0,25.4,469.2,Average,Overweight,1.58,2
34,Female,47.1,1.62,180,142,72,0.71,Cardio,26.4,3.2,4,1,18.0,151.7,High,Underweight,2.84,0
46,Male,52.6,1.71,171,141,71,0.92,Strength,14.1,3.4,6,2,18.0,203.2,Athletic / Very Fit,Underweight,5.5200000000000005,1
25,Female,67.5,1.71,194,165,79,0.92,Mixed,26.7,4.6,3,1,23.0,371.5,High,Normal,2.76,2
32,Male,57.9,1.63,195,176,71,0.77,HIIT,17.3,3.4,4,1,21.8,358.6,Fit,Normal,3.08,2
44,Female,86.7,1.76,175,136,64,0.71,Cardio,24.5,3.1,3,1,28.1,279.5,Average,Overweight,2.13,0
24,Male,58.4,1.54,196,177,71,0.98,HIIT,17.9,3.8,7,2,24.6,461.1,Fit,Normal,6.859999999999999,1
20,Female,83.9,1.66,197,167,78,0.89,Mixed,26.3,4.4,3,1,30.6,446.8,High,Obesity,2.67,2
46,Female,65.7,1.74,178,125,60,1.29,Yoga,18.4,5.2,5,3,21.8,140.1,Fit,Normal,6.45,1
41,Male,70.7,1.65,182,166,72,0.89,HIIT,12.5,3.3,7,2,25.9,510.8,Athletic / Very Fit,Overweight,6.23,1
20,Male,63.3,1.66,197,179,77,0.61,HIIT,23.7,2.7,2,0,23.0,311.8,Average,Normal,1.22,2
37,Male,82.0,1.67,178,126,62,0.78,Yoga,20.2,3.7,3,1,29.5,105.9,Average,Overweight,2.34,0
32,Male,59.1,1.6,192,174,72,0.87,HIIT,22.2,3.4,3,0,23.2,415.2,Average,Normal,2.61,2
42,Male,88.6,1.8,181,141,67,1.0,Cardio,16.5,3.2,4,1,27.4,402.6,Fit,Overweight,4.0,1
