Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours
55,Female,43.3,1.53,162,128,66,0.52,Cardio,28.4,2.3,2,0,18.5,7.0,0.6458333333,4.520833333,101.8,High,Normal,1.04
50,Female,71.9,1.69,178,152,72,0.82,Mixed,21.7,4.3,5,1,25.1,8.0,0.7547169811,6.037735849,356.0,Average,Overweight,4.1
45,Female,59.2,1.71,186,170,77,1.08,HIIT,26.1,3.3,3,1,20.2,9.5,0.8532110092,8.105504587,518.2,High,Normal,3.24
18,Female,61.2,1.71,205,157,67,0.83,Cardio,24.1,3.2,3,1,20.9,7.0,0.652173913,4.565217391,231.9,Average,Normal,2.4899999999999998
25,Female,69.8,1.65,199,158,80,0.62,Cardio,24.9,3.1,2,0,25.6,7.0,0.6554621849,4.588235294,198.6,Average,Overweight,1.24
54,Male,95.3,1.71,173,128,74,0.74,Yoga,22.8,4.0,4,1,32.7,3.0,0.5454545455,1.636363636,115.4,Average,Obesity,2.96
49,Female,60.7,1.73,175,150,76,0.64,Mixed,28.1,4.4,3,0,20.4,8.0,0.7474747475,5.97979798,232.3,High,Normal,1.92
54,Male,82.6,1.75,162,132,76,0.47,Cardio,28.6,2.8,3,0,26.9,7.0,0.6511627907,4.558139535,177.0,High,Overweight,1.41
21,Female,78.1,1.85,197,155,78,0.56,Cardio,40.0,2.8,2,0,22.7,7.0,0.6470588235,4.529411765,198.1,Very High,Normal,1.12
47,Male,64.1,1.7,171,155,67,1.21,HIIT,16.6,4.0,4,2,22.1,9.5,0.8461538462,8.038461538,623.5,Fit,Normal,4.84
23,Female,80.4,1.69,188,160,74,1.23,Mixed,17.5,4.3,7,2,28.3,8.0,0.7543859649,6.035087719,596.8,Fit,Overweight,8.61
36,Male,52.1,1.59,189,145,65,1.11,Cardio,10.5,3.7,7,3,20.6,7.0,0.6451612903,4.516129032,261.2,Athletic / Very Fit,Normal,7.7700000000000005
49,Female,57.6,1.72,165,137,74,0.63,Strength,29.8,3.3,3,1,19.4,6.0,0.6923076923,4.153846154,150.7,High,Normal,1.8900000000000001
26,Female,78.8,1.75,198,179,70,1.42,HIIT,21.4,4.5,6,2,25.8,9.5,0.8515625,8.08984375,905.2,Average,Overweight,8.52
29,Male,83.8,1.66,187,159,74,0.51,Mixed,22.1,3.8,3,1,30.4,8.0,0.7522123894,6.017699115,257.2,Average,Obesity,1.53
28,Male,81.2,1.73,191,132,60,0.99,Yoga,19.1,4.2,3,1,27.0,3.0,0.5496183206,1.648854962,132.5,Fit,Overweight,2.9699999999999998
33,Male,50.1,1.65,190,154,69,0.95,Strength,19.6,3.8,3,1,18.4,6.0,0.7024793388,4.214876033,200.6,Fit,Underweight,2.8499999999999996
18,Male,65.7,1.75,205,184,62,0.9,HIIT,12.0,3.0,5,2,21.5,9.5,0.8531468531,8.104895105,479.2,Athletic / Very Fit,Normal,4.5
38,Male,87.6,1.77,186,148,77,0.48,Cardio,25.7,2.7,2,0,27.9,7.0,0.6513761468,4.559633028,191.7,High,Overweight,0.96
47,Male,95.0,1.77,172,157,72,0.46,HIIT,22.4,3.1,3,0,30.3,9.5,0.85,8.075,352.9,Average,Obesity,1.3800000000000001
30,Female,71.3,1.69,190,156,78,0.97,Strength,27.5,3.8,2,0,24.9,6.0,0.6964285714,4.178571429,289.0,High,Normal,1.94
51,Female,53.9,1.58,163,150,73,0.73,HIIT,32.7,3.0,2,0,21.7,9.5,0.8555555556,8.127777778,319.8,Very High,Normal,1.46
21,Female,80.1,1.62,202,165,78,0.68,Strength,25.7,3.1,3,1,30.6,6.0,0.7016129032,4.209677419,229.3,High,Obesity,2.04
45,Male,71.7,1.74,175,146,78,0.82,Strength,24.1,3.6,4,1,23.7,6.0,0.7010309278,4.206185567,247.3,Average,Normal,3.28
55,Male,77.9,1.9,160,130,58,0.75,Strength,14.0,3.3,4,2,21.6,6.0,0.7058823529,4.235294118,247.4,Athletic / Very Fit,Normal,3.0
48,Male,56.6,1.65,176,151,77,0.63,Mixed,30.4,3.7,2,0,20.9,8.0,0.7474747475,5.97979798,213.2,Very High,Normal,1.26
44,Female,57.2,1.73,183,165,63,1.04,HIIT,16.6,3.7,7,2,19.2,9.5,0.85,8.075,480.4,Fit,Normal,7.28
22,Male,92.4,1.62,197,167,76,0.38,Mixed,23.5,3.4,2,0,35.0,8.0,0.7520661157,6.016528926,211.3,Average,Obesity,0.76
42,Female,74.3,1.58,175,131,78,0.39,Yoga,28.9,3.3,3,0,29.7,3.0,0.5463917526,1.639175258,47.5,High,Overweight,1.17
20,Male,55.6,1.61,197,135,59,1.2,Yoga,17.1,4.0,7,2,21.4,3.0,0.5507246377,1.652173913,110.2,Fit,Normal,8.4
50,Male,67.0,1.47,172,155,60,0.97,HIIT,25.7,3.4,7,2,30.9,9.5,0.8482142857,8.058035714,523.7,High,Obesity,6.79
21,Male,86.1,1.82,193,174,66,0.97,HIIT,29.2,3.5,5,1,26.1,9.5,0.8503937008,8.078740157,674.7,High,Overweight,4.85
42,Female,55.0,1.46,178,141,72,0.81,Cardio,22.7,3.1,3,0,25.9,7.0,0.6509433962,4.556603774,203.0,Average,Overweight,2.43
37,Male,57.8,1.65,181,138,57,0.82,Cardio,10.4,3.4,6,3,21.1,7.0,0.6532258065,4.572580645,216.7,Athletic / Very Fit,Normal,4.92
51,Female,53.6,1.56,172,145,64,1.2,Mixed,15.7,4.6,7,3,21.9,8.0,0.75,6.0,385.9,Fit,Normal,8.4
43,Male,60.4,1.59,180,142,71,1.04,Cardio,22.6,3.3,3,1,23.8,7.0,0.6513761468,4.559633028,286.4,Average,Normal,3.12
22,Male,59.5,1.82,192,131,56,1.46,Yoga,11.2,4.9,7,3,18.0,3.0,0.5514705882,1.654411765,143.7,Athletic / Very Fit,Underweight,10.219999999999999
52,Male,63.7,1.7,171,137,73,0.62,Cardio,21.7,2.9,3,0,22.1,7.0,0.6530612245,4.571428571,180.5,Average,Normal,1.8599999999999999
45,Male,60.2,1.58,177,124,58,0.43,Yoga,20.3,3.8,4,1,24.0,3.0,0.5546218487,1.663865546,43.1,Average,Normal,1.72
46,Female,76.8,1.62,173,147,70,1.6,Mixed,9.6,5.3,7,3,29.2,8.0,0.7475728155,5.980582524,734.9,Athletic / Very Fit,Overweight,11.200000000000001
26,Male,55.4,1.6,192,155,70,0.86,Strength,16.7,3.4,3,1,21.5,6.0,0.6967213115,4.180327869,199.2,Fit,Normal,2.58
55,Female,76.5,1.68,163,123,75,0.84,Yoga,19.1,4.0,4,1,27.2,3.0,0.5454545455,1.636363636,105.2,Fit,Overweight,3.36
23,Male,51.9,1.7,196,167,79,0.74,Mixed,25.8,4.4,2,0,18.0,8.0,0.7521367521,6.017094017,231.1,High,Underweight,1.48
36,Male,100.2,1.87,179,164,75,0.73,HIIT,21.8,3.6,2,0,28.7,9.5,0.8557692308,8.129807692,594.7,Average,Overweight,1.46
28,Male,45.2,1.49,189,132,63,0.62,Yoga,21.4,4.1,2,0,20.4,3.0,0.5476190476,1.642857143,46.0,Average,Normal,1.24
19,Female,68.9,1.68,202,141,67,0.6,Yoga,21.1,3.2,5,1,24.5,3.0,0.5481481481,1.644444444,68.0,Average,Normal,3.0
26,Male,69.6,1.65,191,174,77,0.61,HIIT,24.3,2.6,2,0,25.6,9.5,0.850877193,8.083333333,343.2,Average,Overweight,1.22
38,Female,78.2,1.77,186,153,75,0.44,Strength,23.7,3.3,3,0,24.8,6.0,0.7027027027,4.216216216,145.1,Average,Normal,1.32
41,Female,69.4,1.72,178,142,75,0.77,Cardio,29.8,3.3,3,1,23.6,7.0,0.6504854369,4.553398058,243.3,High,Normal,2.31
51,Male,57.6,1.74,167,121,65,0.93,Yoga,14.9,4.5,7,2,19.0,3.0,0.5490196078,1.647058824,88.2,Athletic / Very Fit,Normal,6.510000000000001
39,Female,60.1,1.71,183,145,74,0.85,Cardio,22.5,2.5,4,2,20.4,7.0,0.6513761468,4.559633028,232.9,Average,Normal,3.4
20,Male,70.5,1.59,198,150,60,1.22,Cardio,16.5,3.3,7,2,28.0,7.0,0.652173913,4.565217391,392.7,Fit,Overweight,8.54
29,Female,70.1,1.8,187,136,73,1.08,Yoga,27.1,4.0,3,1,21.6,3.0,0.5526315789,1.657894737,125.5,High,Normal,3.24
45,Female,73.1,1.76,173,125,65,0.69,Yoga,12.3,4.2,5,1,23.6,3.0,0.5555555556,1.666666667,84.1,Athletic / Very Fit,Normal,3.4499999999999997
47,Female,56.6,1.77,163,121,70,1.05,Yoga,15.4,4.4,6,2,18.0,3.0,0.5483870968,1.64516129,97.8,Fit,Underweight,6.300000000000001
43,Female,89.5,1.81,167,143,71,0.55,Mixed,26.2,4.4,3,0,27.4,8.0,0.75,6.0,295.4,High,Overweight,1.6500000000000001
38,Male,55.5,1.72,177,160,61,0.53,HIIT,26.2,2.6,3,1,18.7,9.5,0.8534482759,8.107758621,238.5,High,Normal,1.59
45,Female,92.5,1.83,169,132,63,0.71,Cardio,24.6,2.9,3,1,27.7,7.0,0.6509433962,4.556603774,299.3,Average,Overweight,2.13
43,Male,58.3,1.72,180,130,68,0.66,Yoga,15.2,3.2,3,1,19.7,3.0,0.5535714286,1.660714286,63.9,Fit,Normal,1.98
50,Female,77.1,1.66,176,148,83,0.52,Strength,22.2,3.1,3,0,28.1,6.0,0.6989247312,4.193548387,168.1,Average,Overweight,1.56
38,Male,67.8,1.68,184,157,79,0.64,Mixed,28.0,3.9,3,0,24.0,8.0,0.7428571429,5.942857143,257.9,High,Normal,1.92
52,Male,61.3,1.68,159,120,72,0.81,Yoga,23.2,3.7,4,1,21.8,3.0,0.5517241379,1.655172414,82.2,Average,Normal,3.24
51,Female,80.6,1.63,162,149,75,0.25,HIIT,26.5,2.3,3,0,30.4,9.5,0.8505747126,8.08045977,162.8,High,Obesity,0.75
58,Female,80.6,1.84,164,137,55,1.22,Mixed,8.0,4.5,7,3,23.7,8.0,0.752293578,6.018348624,591.8,Athletic / Very Fit,Normal,8.54
35,Male,65.9,1.71,184,139,55,0.9,Cardio,16.1,2.8,6,3,22.6,7.0,0.6511627907,4.558139535,270.3,Fit,Normal,5.4
28,Female,78.9,1.69,183,142,67,0.9,Cardio,26.2,2.7,5,1,27.6,7.0,0.6465517241,4.525862069,321.4,High,Overweight,4.5
40,Female,53.4,1.72,176,134,57,1.31,Cardio,17.8,3.1,7,3,18.1,7.0,0.6470588235,4.529411765,316.9,Fit,Underweight,9.17
39,Female,65.0,1.9,176,124,62,0.32,Yoga,13.2,3.3,7,2,18.0,3.0,0.5438596491,1.631578947,33.9,Athletic / Very Fit,Underweight,2.24
34,Female,70.3,1.57,193,163,70,0.67,Mixed,32.1,4.2,2,0,28.6,8.0,0.756097561,6.048780488,284.9,Very High,Overweight,1.34
22,Female,52.6,1.6,202,182,70,1.11,HIIT,24.4,3.9,5,1,20.7,9.5,0.8484848485,8.060606061,470.6,Average,Normal,5.550000000000001
28,Female,65.3,1.54,191,173,71,0.5,HIIT,28.8,2.9,2,0,27.5,9.5,0.85,8.075,263.6,High,Overweight,1.0
47,Female,66.4,1.66,174,159,71,1.01,HIIT,17.5,4.0,6,2,24.2,9.5,0.854368932,8.116504854,544.3,Fit,Normal,6.0600000000000005
32,Female,56.2,1.7,189,162,81,0.56,Mixed,32.4,3.7,2,0,19.3,8.0,0.75,6.0,188.8,Very High,Normal,1.12
44,Female,70.5,1.63,176,149,68,1.24,Mixed,17.0,4.2,7,2,26.4,8.0,0.75,6.0,524.5,Fit,Overweight,8.68
52,Male,59.1,1.63,177,146,72,0.77,Strength,22.8,3.6,4,1,22.4,6.0,0.7047619048,4.228571429,192.4,Average,Normal,3.08
50,Female,56.5,1.69,177,139,67,0.61,Cardio,24.7,2.5,2,0,19.7,7.0,0.6545454545,4.581818182,157.9,Average,Normal,1.22
37,Female,52.6,1.63,191,173,71,0.88,HIIT,13.5,3.4,6,3,19.8,9.5,0.85,8.075,373.8,Athletic / Very Fit,Normal,5.28
33,Female,52.7,1.71,189,169,59,1.11,HIIT,16.8,4.0,6,3,18.0,9.5,0.8461538462,8.038461538,470.2,Fit,Underweight,6.66
51,Female,82.2,1.79,167,141,64,1.23,Mixed,8.0,5.0,7,3,25.6,8.0,0.7475728155,5.980582524,604.7,Athletic / Very Fit,Overweight,8.61
19,Female,61.9,1.75,195,176,69,0.74,HIIT,28.4,3.1,7,2,20.3,9.5,0.8492063492,8.067460317,369.5,High,Normal,5.18
52,Male,74.6,1.77,163,132,60,1.27,Strength,17.9,3.4,4,2,23.9,6.0,0.6990291262,4.194174757,397.4,Fit,Normal,5.08
57,Male,74.5,1.79,168,153,67,0.65,HIIT,24.8,2.9,5,1,23.3,9.5,0.8514851485,8.089108911,391.7,Average,Normal,3.25
45,Female,59.0,1.71,169,146,77,0.67,Mixed,18.3,4.3,3,0,20.2,8.0,0.75,6.0,237.2,Fit,Normal,2.0100000000000002
56,Male,49.8,1.66,163,149,67,0.28,HIIT,20.5,3.1,3,0,18.0,9.5,0.8541666667,8.114583333,113.1,Average,Underweight,0.8400000000000001
23,Female,87.7,1.6,190,173,75,0.25,HIIT,22.4,2.7,2,0,34.1,9.5,0.852173913,8.095652174,177.5,Average,Obesity,0.5
26,Female,64.1,1.64,194,146,58,0.83,Cardio,28.7,2.8,4,1,23.8,7.0,0.6470588235,4.529411765,241.0,High,Normal,3.32
37,Male,82.9,1.63,178,145,70,0.86,Strength,17.7,3.7,3,1,31.3,6.0,0.6944444444,4.166666667,297.1,Fit,Obesity,2.58
18,Male,88.1,1.75,205,150,82,0.8,Yoga,27.4,4.4,2,0,28.7,3.0,0.5528455285,1.658536585,116.9,High,Overweight,1.6
25,Male,66.8,1.71,194,176,75,0.73,HIIT,25.5,3.1,3,0,22.7,9.5,0.8487394958,8.06302521,393.2,High,Normal,2.19
40,Male,75.7,1.75,176,123,58,1.12,Yoga,16.6,3.9,5,2,24.7,3.0,0.5508474576,1.652542373,140.1,Fit,Normal,5.6000000000000005
20,Male,60.2,1.56,195,158,72,0.58,Strength,29.8,4.1,3,0,24.6,6.0,0.6991869919,4.195121951,146.5,High,Normal,1.7399999999999998
21,Female,104.3,1.82,200,145,78,0.43,Yoga,25.3,3.7,2,0,31.4,3.0,0.5491803279,1.647540984,73.9,High,Obesity,0.86
42,Female,73.2,1.64,178,141,71,0.91,Cardio,24.0,3.6,5,1,27.3,7.0,0.6542056075,4.579439252,305.0,Average,Overweight,4.55
55,Female,51.2,1.57,162,137,77,0.57,Strength,25.6,3.5,2,0,20.8,6.0,0.7058823529,4.235294118,123.6,High,Normal,1.14
32,Male,68.0,1.64,186,167,59,0.98,HIIT,10.0,4.0,7,3,25.4,9.5,0.8503937008,8.078740157,538.4,Athletic / Very Fit,Overweight,6.859999999999999
38,Female,98.3,1.9,180,150,61,0.95,Mixed,19.6,4.4,7,2,27.2,8.0,0.7478991597,5.983193277,558.7,Fit,Overweight,6.6499999999999995
52,Male,52.0,1.64,157,135,71,0.71,Mixed,17.1,4.6,3,1,19.3,8.0,0.7441860465,5.953488372,219.8,Fit,Normal,2.13
31,Female,70.5,1.65,189,138,75,0.4,Yoga,32.8,3.1,3,0,26.0,3.0,0.5526315789,1.657894737,46.8,Very High,Overweight,1.2000000000000002
53,Male,81.0,1.66,159,121,75,0.89,Yoga,18.2,4.3,5,1,29.4,3.0,0.5476190476,1.642857143,118.4,Fit,Overweight,4.45
29,Male,57.0,1.67,187,149,63,1.17,Strength,20.2,4.1,4,2,20.6,6.0,0.6935483871,4.161290323,277.5,Average,Normal,4.68
34,Female,54.2,1.6,188,143,60,1.05,Cardio,13.3,3.0,7,3,21.1,7.0,0.6484375,4.5390625,258.3,Athletic / Very Fit,Normal,7.3500000000000005
56,Female,82.2,1.69,163,121,69,1.01,Yoga,22.6,4.5,5,1,28.6,3.0,0.5531914894,1.659574468,137.8,Average,Overweight,5.05
26,Female,72.2,1.79,202,183,76,1.19,HIIT,24.7,4.0,7,2,22.6,9.5,0.8492063492,8.067460317,693.1,Average,Normal,8.33
52,Female,58.8,1.71,164,141,71,0.6,Mixed,29.9,4.2,2,0,20.1,8.0,0.752688172,6.021505376,212.4,High,Normal,1.2
30,Male,67.8,1.57,188,170,68,1.04,HIIT,20.8,3.4,3,1,27.5,9.5,0.85,8.075,569.4,Average,Overweight,3.12
32,Female,71.2,1.65,189,171,70,0.81,HIIT,24.3,3.5,3,0,26.3,9.5,0.8487394958,8.06302521,465.0,Average,Overweight,2.43
35,Male,64.4,1.62,185,169,82,0.68,HIIT,26.9,2.6,2,0,24.4,9.5,0.8446601942,8.024271845,351.4,High,Normal,1.36
50,Female,80.9,1.69,175,151,77,0.61,Mixed,20.1,3.5,4,1,28.5,8.0,0.7551020408,6.040816327,298.1,Average,Overweight,2.44
23,Female,94.6,1.81,200,181,74,0.86,HIIT,32.9,3.9,3,0,28.8,9.5,0.8492063492,8.067460317,656.3,Very High,Overweight,2.58
44,Female,65.6,1.67,183,149,71,1.13,Strength,20.4,4.0,5,2,23.7,6.0,0.6964285714,4.178571429,309.7,Average,Normal,5.6499999999999995
40,Female,89.1,1.67,172,155,62,1.45,HIIT,24.8,3.9,5,3,31.9,9.5,0.8454545455,8.031818182,1037.7,Average,Obesity,7.25
44,Female,104.7,1.86,180,148,74,1.0,Strength,19.6,3.8,3,1,30.3,6.0,0.6981132075,4.188679245,438.6,Fit,Obesity,3.0
51,Male,56.2,1.77,164,136,70,0.72,Strength,22.4,3.7,2,0,18.0,6.0,0.7021276596,4.212765957,170.5,Average,Underweight,1.44
55,Female,60.0,1.74,167,126,76,0.75,Yoga,28.8,4.3,2,0,19.9,3.0,0.5494505495,1.648351648,74.2,High,Normal,1.5
31,Male,63.3,1.88,188,139,79,0.65,Yoga,20.8,3.9,3,1,18.0,3.0,0.5504587156,1.651376147,67.9,Average,Underweight,1.9500000000000002
53,Female,67.9,1.73,164,151,77,1.15,HIIT,28.4,3.7,4,1,22.7,9.5,0.8505747126,8.08045977,631.0,High,Normal,4.6
25,Male,42.0,1.48,201,144,74,0.73,Yoga,18.8,3.3,5,1,19.2,3.0,0.5511811024,1.653543307,50.7,Fit,Normal,3.65
52,Female,64.5,1.76,160,121,75,0.65,Yoga,31.4,3.3,5,1,20.7,3.0,0.5411764706,1.623529412,68.1,Very High,Normal,3.25
36,Female,65.6,1.52,193,141,77,0.91,Yoga,15.7,3.8,5,2,28.4,3.0,0.5517241379,1.655172414,98.8,Fit,Overweight,4.55
47,Female,53.6,1.73,176,147,79,0.52,Strength,38.4,2.9,2,0,18.0,6.0,0.7010309278,4.206185567,117.2,Very High,Underweight,1.04
31,Male,55.8,1.51,190,151,62,1.28,Strength,13.9,4.1,4,2,24.5,6.0,0.6953125,4.171875,298.0,Athletic / Very Fit,Normal,5.12
37,Male,65.3,1.63,182,130,66,1.19,Yoga,14.3,5.0,7,3,24.5,3.0,0.5517241379,1.655172414,128.6,Athletic / Very Fit,Normal,8.33
42,Female,63.9,1.64,176,141,75,0.64,Cardio,32.9,2.5,3,0,23.7,7.0,0.6534653465,4.574257426,187.1,Very High,Normal,1.92
57,Female,63.0,1.6,165,124,72,0.54,Yoga,26.5,3.5,5,1,24.5,3.0,0.5591397849,1.677419355,57.1,High,Normal,2.7
41,Female,48.7,1.65,172,142,71,0.45,Strength,24.5,2.5,4,1,18.0,6.0,0.702970297,4.217821782,92.4,Average,Underweight,1.8
31,Male,66.0,1.78,174,134,61,1.2,Cardio,14.2,3.2,5,2,20.8,7.0,0.6460176991,4.522123894,358.2,Athletic / Very Fit,Normal,6.0
43,Female,78.1,1.61,177,162,72,0.32,HIIT,23.3,2.5,5,1,30.2,9.5,0.8571428571,8.142857143,203.5,Average,Obesity,1.6
55,Male,57.8,1.73,161,129,70,1.09,Cardio,15.8,3.4,5,2,19.2,7.0,0.6483516484,4.538461538,285.9,Fit,Normal,5.45
40,Female,76.9,1.58,175,140,74,0.73,Cardio,25.4,2.9,3,1,30.7,7.0,0.6534653465,4.574257426,256.8,High,Obesity,2.19
39,Male,50.7,1.66,173,158,72,0.52,HIIT,20.1,3.4,4,1,18.4,9.5,0.8514851485,8.089108911,213.3,Average,Underweight,2.08
36,Male,52.8,1.71,190,146,64,1.39,Cardio,14.1,3.7,7,2,18.0,7.0,0.6507936508,4.555555556,334.3,Athletic / Very Fit,Underweight,9.729999999999999
20,Male,50.4,1.58,205,160,55,1.09,Strength,9.7,4.3,5,3,20.2,6.0,0.7,4.2,230.7,Athletic / Very Fit,Normal,5.45
59,Female,68.4,1.55,161,132,65,1.19,Strength,16.7,4.3,5,2,28.5,6.0,0.6979166667,4.1875,340.8,Fit,Overweight,5.949999999999999
36,Male,65.2,1.73,183,165,63,1.09,HIIT,12.5,3.5,7,3,21.8,9.5,0.85,8.075,573.9,Athletic / Very Fit,Normal,7.630000000000001
26,Female,81.5,1.79,196,176,64,0.44,HIIT,33.3,2.7,3,0,25.4,9.5,0.8484848485,8.060606061,289.1,Very High,Overweight,1.32
45,Male,67.9,1.67,177,151,75,0.69,Mixed,18.0,3.8,2,0,24.3,8.0,0.7450980392,5.960784314,279.3,Fit,Normal,1.38
37,Female,63.5,1.63,180,142,70,0.71,Cardio,19.4,2.7,3,1,23.8,7.0,0.6545454545,4.581818182,206.6,Fit,Normal,2.13
24,Male,83.7,1.7,202,182,70,0.84,HIIT,20.1,3.5,2,0,29.1,9.5,0.8484848485,8.060606061,566.7,Average,Overweight,1.68
31,Male,77.0,1.69,195,138,69,0.92,Yoga,10.3,4.1,7,2,27.1,3.0,0.5476190476,1.642857143,116.4,Athletic / Very Fit,Overweight,6.44
26,Female,56.4,1.7,198,168,80,0.55,Mixed,26.4,3.7,3,0,19.4,8.0,0.7457627119,5.966101695,185.1,High,Normal,1.6500000000000001
36,Female,48.1,1.45,193,153,79,0.78,Cardio,19.9,3.2,3,1,22.9,7.0,0.649122807,4.543859649,170.5,Fit,Normal,2.34
31,Male,76.6,1.57,193,154,65,0.99,Strength,22.9,3.7,5,2,31.0,6.0,0.6953125,4.171875,316.4,Average,Obesity,4.95
55,Male,64.3,1.6,162,140,76,0.6,Mixed,19.0,4.1,5,1,25.3,8.0,0.7441860465,5.953488372,229.7,Fit,Overweight,3.0
53,Female,51.7,1.7,167,124,71,0.33,Yoga,27.0,2.8,2,0,18.0,3.0,0.5520833333,1.65625,28.3,High,Underweight,0.66
57,Male,52.7,1.7,168,135,58,0.83,Strength,14.4,3.9,7,3,18.3,6.0,0.7,4.2,183.7,Athletic / Very Fit,Underweight,5.81
34,Male,83.8,1.74,181,147,68,0.84,Strength,24.3,3.4,4,2,27.6,6.0,0.6991150442,4.194690265,295.3,Average,Overweight,3.36
47,Female,78.0,1.71,172,145,67,1.16,Mixed,25.8,4.2,5,1,26.8,8.0,0.7428571429,5.942857143,537.7,High,Overweight,5.8
26,Female,48.8,1.55,186,156,64,1.27,Mixed,18.9,4.4,4,2,20.3,8.0,0.7540983607,6.032786885,373.9,Fit,Normal,5.08
50,Female,89.9,1.82,180,143,74,0.82,Cardio,29.9,3.6,5,1,27.0,7.0,0.6509433962,4.556603774,335.9,High,Overweight,4.1
42,Male,99.3,1.81,180,147,70,0.68,Strength,22.8,3.7,5,1,30.4,6.0,0.7,4.2,283.6,Average,Obesity,3.4000000000000004
31,Male,72.1,1.55,192,162,70,0.8,Mixed,22.8,4.3,3,0,29.8,8.0,0.7540983607,6.032786885,348.0,Average,Overweight,2.4000000000000004
28,Male,89.3,1.71,184,166,62,0.68,HIIT,22.3,3.0,7,2,30.4,9.5,0.8524590164,8.098360656,491.8,Average,Obesity,4.760000000000001
52,Female,68.9,1.62,174,158,69,0.67,HIIT,26.2,3.2,4,1,26.2,9.5,0.8476190476,8.052380952,371.7,High,Overweight,2.68
58,Male,66.8,1.69,164,140,68,1.04,Mixed,17.7,4.7,7,2,23.3,8.0,0.75,6.0,416.8,Fit,Normal,7.28
31,Female,71.4,1.79,180,153,73,0.5,Mixed,22.0,3.6,2,0,22.4,8.0,0.7476635514,5.981308411,213.5,Average,Normal,1.0
47,Female,85.8,1.89,175,133,55,0.98,Cardio,17.4,3.0,4,2,23.9,7.0,0.65,4.55,382.6,Fit,Normal,3.92
58,Male,63.1,1.76,157,138,79,0.64,Mixed,32.8,4.8,2,0,20.5,8.0,0.7564102564,6.051282051,244.4,Very High,Normal,1.28
21,Female,65.9,1.71,199,180,73,0.9,HIIT,28.0,3.8,5,1,22.6,9.5,0.8492063492,8.067460317,478.5,High,Normal,4.5
21,Male,78.8,1.65,203,167,60,1.06,Mixed,13.6,5.1,7,2,29.1,8.0,0.7482517483,5.986013986,500.0,Athletic / Very Fit,Overweight,7.42
45,Female,51.9,1.7,176,147,59,0.85,Mixed,13.7,4.1,6,2,18.0,8.0,0.7521367521,6.017094017,265.4,Athletic / Very Fit,Underweight,5.1
25,Female,59.4,1.82,186,152,72,0.64,Strength,24.2,4.0,4,2,18.0,6.0,0.701754386,4.210526316,160.1,Average,Underweight,2.56
19,Female,76.7,1.68,202,162,69,0.96,Strength,24.5,3.9,3,1,27.3,6.0,0.6992481203,4.195488722,308.9,Average,Overweight,2.88
58,Male,57.2,1.59,166,143,74,0.79,Mixed,22.2,4.2,5,1,22.6,8.0,0.75,6.0,271.1,Average,Normal,3.95
39,Female,41.5,1.52,180,164,72,0.79,HIIT,31.3,3.3,3,0,18.0,9.5,0.8518518519,8.092592593,265.3,Very High,Underweight,2.37
58,Male,71.2,1.73,165,126,78,0.62,Yoga,32.0,3.4,3,0,23.8,3.0,0.5517241379,1.655172414,73.1,Very High,Normal,1.8599999999999999
33,Female,67.4,1.7,190,131,60,0.82,Yoga,28.1,3.6,6,2,23.2,3.0,0.5461538462,1.638461538,90.6,High,Normal,4.92
46,Female,58.1,1.62,164,138,62,1.17,Mixed,12.9,4.6,7,3,22.3,8.0,0.7450980392,5.960784314,405.2,Athletic / Very Fit,Normal,8.19
47,Female,85.0,1.78,179,152,72,0.67,Mixed,20.1,4.4,5,1,26.7,8.0,0.7476635514,5.981308411,340.6,Average,Overweight,3.35
29,Male,50.1,1.64,188,148,55,1.07,Strength,17.0,3.8,7,2,18.7,6.0,0.6992481203,4.195488722,224.9,Fit,Normal,7.49
52,Male,66.8,1.67,164,135,66,0.94,Strength,20.2,3.4,5,2,24.1,6.0,0.7040816327,4.224489796,265.3,Average,Normal,4.699999999999999
28,Male,65.2,1.68,189,129,56,1.1,Yoga,10.9,4.3,7,3,23.2,3.0,0.5488721805,1.646616541,118.1,Athletic / Very Fit,Normal,7.700000000000001
38,Male,65.3,1.64,188,153,70,1.36,Strength,13.5,4.3,7,2,24.2,6.0,0.7033898305,4.220338983,374.8,Athletic / Very Fit,Normal,9.520000000000001
38,Male,52.2,1.7,189,148,71,0.71,Cardio,18.5,2.9,3,1,18.0,7.0,0.6525423729,4.56779661,169.3,Fit,Underweight,2.13
22,Female,70.6,1.8,200,169,74,0.68,Mixed,19.1,3.7,2,0,21.9,8.0,0.753968254,6.031746032,289.6,Fit,Normal,1.36
37,Female,59.0,1.57,181,150,78,1.06,Strength,29.5,3.8,3,1,24.1,6.0,0.6990291262,4.194174757,262.3,High,Normal,3.18
54,Male,78.2,1.73,181,163,65,0.55,HIIT,26.5,3.4,2,0,26.2,9.5,0.8448275862,8.025862069,345.2,High,Overweight,1.1
20,Male,90.4,1.7,200,141,70,1.16,Yoga,9.6,4.3,7,3,31.4,3.0,0.5461538462,1.638461538,171.8,Athletic / Very Fit,Obesity,8.12
